path_name,adj_p_val,overlapping_genes,-log10_pval,method,time_int,path_name_clean,n_sensors
negative regulation of transmembrane transport (GO:0034763),0.009104345368352374,"['IL1B', 'THBS1']",2.040751275913338,raw,104,Negative regulation of transmembrane transport ,2
regulation of microtubule nucleation (GO:0010968),0.009104345368352374,"['HSPA1B', 'HSPA1A']",2.040751275913338,raw,104,Regulation of microtubule nucleation ,2
regulation of tau-protein kinase activity (GO:1902947),0.009104345368352374,"['HSP90AB1', 'DKK1']",2.040751275913338,raw,104,Regulation of tau-protein kinase activity ,2
positive regulation of coagulation (GO:0050820),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,104,Positive regulation of coagulation ,2
positive regulation of hemostasis (GO:1900048),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,104,Positive regulation of hemostasis ,2
sequestering of actin monomers (GO:0042989),0.009104345368352374,"['TMSB4X', 'TMSB10']",2.040751275913338,raw,104,Sequestering of actin monomers ,2
modification-dependent macromolecule catabolic process (GO:0043632),0.009104345368352374,"['UBB', 'UBC']",2.040751275913338,raw,104,Modification-dependent macromolecule catabolic process ,2
cellular response to interleukin-1 (GO:0071347),0.009109498916804341,"['NFKBIA', 'CXCL8', 'UBB', 'IL1B', 'UBC']",2.040505511463001,raw,104,Cellular response to interleukin-1 ,5
regulation of cell differentiation (GO:0045595),0.009321058859652504,"['GREM1', 'DDX5', 'HSP90AB1', 'CCN2', 'ATF4']",2.030534749579104,raw,104,Regulation of cell differentiation ,5
negative regulation of gene expression (GO:0010629),0.009628104893656725,"['CXCL8', 'CITED2', 'CALR', 'MIF', 'GAPDH', 'HSPA1B', 'HSPA1A']",2.0164591869379143,raw,104,Negative regulation of gene expression ,7
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),0.009628104893656725,"['HSP90AB1', 'CITED2', 'CCN1', 'THBS1']",2.0164591869379143,raw,104,Positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,4
cytokine-mediated signaling pathway (GO:0019221),4.966504826938183e-13,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'SOCS3', 'MT2A', 'UBB', 'CCND1', 'TMSB4X', 'UBC', 'HMOX1', 'TIMP1', 'JUNB', 'B2M', 'HSPA8', 'IL11', 'TNFRSF12A', 'MMP1', 'MMP3', 'FN1', 'MIF', 'NFKBIA', 'COL1A2', 'IL1B', 'VIM']",12.303949138101926,raw,112,Cytokine-mediated signaling pathway ,25
cellular response to cytokine stimulus (GO:0071345),1.7539498101823658e-11,"['HSPA8', 'IL11', 'CXCL8', 'DUSP1', 'MMP1', 'MMP3', 'FN1', 'CXCL1', 'CXCL2', 'SOCS3', 'MT2A', 'COL1A2', 'UBB', 'CCND1', 'IL1B', 'UBC', 'HMOX1', 'VIM', 'TIMP1', 'GAPDH', 'JUNB']",10.755982838263428,raw,112,Cellular response to cytokine stimulus ,21
negative regulation of programmed cell death (GO:0043069),3.223955979419827e-08,"['HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.491610896775625,raw,112,Negative regulation of programmed cell death ,16
regulation of apoptotic process (GO:0042981),3.223955979419827e-08,"['HSPA5', 'TNFRSF12A', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'RHOB', 'NFKBIA', 'GREM1', 'LGALS1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'CALR', 'HSPA1B', 'TPT1', 'ATF4', 'HSPA1A']",7.491610896775625,raw,112,Regulation of apoptotic process ,21
positive regulation of gene expression (GO:0010628),6.659727063788055e-08,"['DDX5', 'CXCL8', 'CITED2', 'FN1', 'MIF', 'EEF2', 'THBS1', 'DKK1', 'ACTB', 'ACTG1', 'ACTC1', 'IL1B', 'VIM', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",7.176543569196018,raw,112,Positive regulation of gene expression ,17
negative regulation of apoptotic process (GO:0043066),6.659727063788055e-08,"['GPX1', 'HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.176543569196018,raw,112,Negative regulation of apoptotic process ,17
response to unfolded protein (GO:0006986),9.523898260715519e-07,"['HSPA8', 'HSP90AB1', 'HSPA5', 'DDIT3', 'HSPB1', 'HSPA1B', 'HSPA1A']",6.021185252604185,raw,112,Response to unfolded protein ,7
regulation of cell migration (GO:0030334),2.8378299688467e-06,"['HSPA5', 'CITED2', 'SERPINE1', 'MIF', 'THBS1', 'ACTG1', 'RHOB', 'COL1A1', 'MMP14', 'TMSB4X', 'IL1B', 'FLNA', 'CCN1', 'TMSB10']",5.547013629246335,raw,112,Regulation of cell migration ,14
cellular response to heat (GO:0034605),3.756504281307034e-06,"['HSP90AB1', 'TCIM', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",5.425216111856312,raw,112,Cellular response to heat ,6
extracellular matrix organization (GO:0030198),4.926402921042949e-06,"['COL1A1', 'GREM1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'TIMP1', 'THBS1']",5.307470070931853,raw,112,Extracellular matrix organization ,12
extracellular structure organization (GO:0043062),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,112,Extracellular structure organization ,10
external encapsulating structure organization (GO:0045229),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,112,External encapsulating structure organization ,10
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1.6716174394744272e-05,"['GPX1', 'IL1B', 'SERPINE1', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",4.776863106643031,raw,112,Negative regulation of extrinsic apoptotic signaling pathway ,7
supramolecular fiber organization (GO:0097435),1.8393927354606343e-05,"['COL1A1', 'GREM1', 'COL1A2', 'ACTC1', 'HSP90AB1', 'UBB', 'LUM', 'TPM2', 'UBC', 'VIM', 'B2M', 'RHOB']",4.73532553306026,raw,112,Supramolecular fiber organization ,12
PERK-mediated unfolded protein response (GO:0036499),1.8393927354606343e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.73532553306026,raw,112,Perk-mediated unfolded protein response ,4
platelet degranulation (GO:0002576),1.950212103420372e-05,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",4.7099181525679,raw,112,Platelet degranulation ,8
regulation of cell cycle (GO:0051726),2.3446672566372823e-05,"['CXCL8', 'HSP90AB1', 'CCND1', 'DUSP1', 'CITED2', 'CALR', 'MIF', 'THBS1', 'JUNB', 'EIF4G2', 'RHOB']",4.62991878146054,raw,112,Regulation of cell cycle ,11
positive regulation of macromolecule metabolic process (GO:0010604),3.941539620070699e-05,"['GREM1', 'CD63', 'CXCL8', 'ACTC1', 'CITED2', 'IL1B', 'FN1', 'DKK1', 'HSPA1B', 'ACTG1', 'ATF4', 'HSPA1A']",4.404334103582489,raw,112,Positive regulation of macromolecule metabolic process ,12
response to UV-A (GO:0070141),4.354417620397021e-05,"['CCND1', 'MMP1', 'MMP3', 'TIMP1']",4.361069921290259,raw,112,Response to uv-a ,4
cellular response to oxygen-containing compound (GO:1901701),4.7343774368331716e-05,"['H2AZ1', 'RRAGA', 'CXCL8', 'IL1B', 'MMP3', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2', 'ACTB']",4.324737121945651,raw,112,Cellular response to oxygen-containing compound ,11
integrated stress response signaling (GO:0140467),5.150291073117045e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.288168225740097,raw,112,Integrated stress response signaling ,4
positive regulation of vasculature development (GO:1904018),5.150291073117045e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.288168225740097,raw,112,Positive regulation of vasculature development ,7
neutrophil degranulation (GO:0043312),5.150291073117045e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.288168225740097,raw,112,Neutrophil degranulation ,13
negative regulation of cellular process (GO:0048523),5.156452573712067e-05,"['CXCL8', 'DUSP1', 'CXCL1', 'MIF', 'RHOB', 'CCDC85B', 'FTH1', 'ARHGDIA', 'IL1B', 'TXNIP', 'CCN2', 'CCN1', 'HSPA1B', 'HSPA1A']",4.2876489723038755,raw,112,Negative regulation of cellular process ,14
neutrophil activation involved in immune response (GO:0002283),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,112,Neutrophil activation involved in immune response ,13
platelet aggregation (GO:0070527),5.156452573712067e-05,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",4.2876489723038755,raw,112,Platelet aggregation ,5
neutrophil mediated immunity (GO:0002446),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,112,Neutrophil mediated immunity ,13
negative regulation of multicellular organismal process (GO:0051241),6.638249150764447e-05,"['RGS2', 'DDIT3', 'IL1B', 'ID1', 'ADM', 'TIMP1', 'CALR', 'DKK1', 'ATF4']",4.177946451419501,raw,112,Negative regulation of multicellular organismal process ,9
cellular response to molecule of bacterial origin (GO:0071219),8.963222324805386e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",4.047535831152702,raw,112,Cellular response to molecule of bacterial origin ,7
positive regulation of angiogenesis (GO:0045766),9.183452381674108e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.0369940215824185,raw,112,Positive regulation of angiogenesis ,7
cellular response to lipopolysaccharide (GO:0071222),0.0001115537624647794,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.952515777328724,raw,112,Cellular response to lipopolysaccharide ,7
homotypic cell-cell adhesion (GO:0034109),0.00011991416300238614,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",3.921129519565634,raw,112,Homotypic cell-cell adhesion ,5
positive regulation of cellular process (GO:0048522),0.00012040806790381276,"['IL11', 'HSP90AB1', 'CITED2', 'FN1', 'THBS1', 'DKK1', 'GREM1', 'MMP14', 'CCND1', 'IL1B', 'CCN2', 'TIMP1', 'CALR', 'EIF4G2']",3.9193444123413443,raw,112,Positive regulation of cellular process ,14
regulation of translation (GO:0006417),0.0001335916524962091,"['HSPB1', 'VIM', 'CALR', 'EEF2', 'THBS1', 'GAPDH', 'EIF4G2', 'EIF1']",3.874220677998907,raw,112,Regulation of translation ,8
regulation of interleukin-8 production (GO:0032677),0.0001335916524962091,"['TMSB4X', 'DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.874220677998907,raw,112,Regulation of interleukin-8 production ,6
positive regulation of intracellular signal transduction (GO:1902533),0.0001335916524962091,"['IL11', 'HSP90AB1', 'FN1', 'MIF', 'THBS1', 'RRAGA', 'LGALS1', 'TCIM', 'DDIT3', 'IL1B', 'FLNA', 'HMOX1', 'GAPDH']",3.874220677998907,raw,112,Positive regulation of intracellular signal transduction ,13
regulated exocytosis (GO:0045055),0.00013363367116960305,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",3.8740841005376696,raw,112,Regulated exocytosis ,8
response to host defenses (GO:0052200),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,112,Response to host defenses ,3
modulation by symbiont of host defense response (GO:0052031),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,112,Modulation by symbiont of host defense response ,3
positive regulation of cell population proliferation (GO:0008284),0.00015858963577298368,"['GREM1', 'IL11', 'IL1B', 'S100A6', 'FN1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'CCN1', 'THBS1', 'NES']",3.7997251983152567,raw,112,Positive regulation of cell population proliferation ,12
positive regulation of endothelial cell migration (GO:0010595),0.00016274072561536101,"['SPARC', 'TMSB4X', 'HSPB1', 'CALR', 'THBS1', 'RHOB']",3.7885037519385083,raw,112,Positive regulation of endothelial cell migration ,6
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.0001699487164217923,"['UBB', 'DDIT3', 'UBC', 'HMOX1', 'ATF4', 'HSPA1A']",3.7696821111811736,raw,112,Regulation of transcription from rna polymerase ii promoter in response to stress ,6
negative regulation of signal transduction (GO:0009968),0.0002561031273910708,"['RGS2', 'MMP14', 'CXCL8', 'TCIM', 'IL1B', 'DDIT4', 'CALR', 'THBS1', 'DKK1']",3.5915851181329295,raw,112,Negative regulation of signal transduction ,9
negative regulation of cell migration (GO:0030336),0.0002561031273910708,"['CITED2', 'SERPINE1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'RHOB']",3.5915851181329295,raw,112,Negative regulation of cell migration ,7
chaperone cofactor-dependent protein refolding (GO:0051085),0.0002561031273910708,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5915851181329295,raw,112,Chaperone cofactor-dependent protein refolding ,4
regulation of angiogenesis (GO:0045765),0.0002561031273910708,"['CXCL8', 'SPARC', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",3.5915851181329295,raw,112,Regulation of angiogenesis ,8
positive regulation of cell migration (GO:0030335),0.0002561031273910708,"['COL1A1', 'MMP14', 'HSPA5', 'IL1B', 'FN1', 'CCN1', 'PFN1', 'THBS1', 'ACTG1']",3.5915851181329295,raw,112,Positive regulation of cell migration ,9
cellular response to unfolded protein (GO:0034620),0.0002874856876080087,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5413837716616126,raw,112,Cellular response to unfolded protein ,4
ATF6-mediated unfolded protein response (GO:0036500),0.0002969972620978964,"['HSPA5', 'DDIT3', 'CALR']",3.527247554256041,raw,112,Atf6-mediated unfolded protein response ,3
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.0003198240957319755,"['HSP90AB1', 'UBB', 'CITED2', 'UBC', 'THBS1', 'HSPA1A']",3.495088819360208,raw,112,Regulation of transforming growth factor beta receptor signaling pathway ,6
regulation of cell death (GO:0010941),0.0003483629928568192,"['UBB', 'CCN2', 'CCN1', 'DKK1', 'HSPA1B', 'HSPA1A']",3.4579679869930797,raw,112,Regulation of cell death ,6
cellular response to chemokine (GO:1990869),0.0003483629928568192,"['CXCL8', 'DUSP1', 'CXCL1', 'CXCL3', 'CXCL2']",3.4579679869930797,raw,112,Cellular response to chemokine ,5
positive regulation of interleukin-8 production (GO:0032757),0.0003708392988763828,"['DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.430814248689374,raw,112,Positive regulation of interleukin-8 production ,5
modulation by symbiont of host process (GO:0044003),0.0003786122646257306,"['UBB', 'UBC', 'B2M']",3.4218053217694626,raw,112,Modulation by symbiont of host process ,3
cellular response to lipid (GO:0071396),0.0003786122646257306,"['H2AZ1', 'CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.4218053217694626,raw,112,Cellular response to lipid ,8
response to lipopolysaccharide (GO:0032496),0.0003901489150002889,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.408769596514799,raw,112,Response to lipopolysaccharide ,7
positive regulation of cell motility (GO:2000147),0.0003901489150002889,"['COL1A1', 'MMP14', 'HSPA5', 'CAVIN1', 'IL1B', 'CCN1', 'THBS1', 'ACTG1']",3.408769596514799,raw,112,Positive regulation of cell motility ,8
'de novo' posttranslational protein folding (GO:0051084),0.0004200660655665555,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.376682400900596,raw,112,'de novo' posttranslational protein folding ,4
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.0004219112201315237,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'GAPDH']",3.3747789250177083,raw,112,Antimicrobial humoral immune response mediated by antimicrobial peptide ,5
cellular response to topologically incorrect protein (GO:0035967),0.0004577232990347394,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.3393969805491324,raw,112,Cellular response to topologically incorrect protein ,4
cellular response to UV-A (GO:0071492),0.0004577232990347394,"['MMP1', 'MMP3', 'TIMP1']",3.3393969805491324,raw,112,Cellular response to uv-a ,3
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),0.0004577232990347394,"['HSPA5', 'DDIT3', 'ATF4']",3.3393969805491324,raw,112,Positive regulation of transcription from rna polymerase ii promoter in response to endoplasmic reticulum stress ,3
negative regulation of leukocyte chemotaxis (GO:0002689),0.0005984306957093652,"['GREM1', 'DUSP1', 'MIF']",3.222986138012425,raw,112,Negative regulation of leukocyte chemotaxis ,3
regulation of cellular response to stress (GO:0080135),0.0006424862891985972,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'IER3', 'ATF4', 'HSPA1A']",3.1921361358393554,raw,112,Regulation of cellular response to stress ,6
retina homeostasis (GO:0001895),0.0006883868679978781,"['HSPB1', 'B2M', 'ACTB', 'ACTG1']",3.162167423077853,raw,112,Retina homeostasis ,4
protein stabilization (GO:0050821),0.0007189738443356881,"['HSP90AB1', 'FLNA', 'CALR', 'PFN1', 'GAPDH', 'HSPA1B', 'HSPA1A']",3.1432869085980615,raw,112,Protein stabilization ,7
regulation of mRNA catabolic process (GO:0061013),0.0007408419294954915,"['HSPA8', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",3.1302744458277396,raw,112,Regulation of mrna catabolic process ,6
negative regulation of transcription by RNA polymerase II (GO:0000122),0.0007737103366878567,"['DDX5', 'CITED2', 'DKK1', 'EID1', 'UBB', 'CCND1', 'DDIT3', 'ID1', 'UBC', 'ID3', 'CALR', 'ATF4', 'HSPA1A']",3.1114216009755267,raw,112,Negative regulation of transcription by rna polymerase ii ,13
actin-myosin filament sliding (GO:0033275),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,112,Actin-myosin filament sliding ,4
muscle filament sliding (GO:0030049),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,112,Muscle filament sliding ,4
